# Range Matrix: 64 beams x 59 scans
13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,3.516,3.199,3.020,2.875,2.928,3.019,2.262,2.694,3.138,3.020,3.033,3.017,13.673,13.673,4.251,4.223,13.673,13.673,13.673
13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,3.262,3.068,2.917,2.801,2.823,2.892,3.085,2.599,3.243,3.048,2.991,3.963,13.250,5.152,4.135,4.065,4.195,13.250,13.250
12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,3.045,2.992,2.825,2.734,2.728,2.878,3.055,2.505,3.189,3.013,2.954,3.855,4.948,4.185,4.039,3.931,4.085,12.868,12.868
12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,3.130,2.903,2.741,2.674,2.652,2.787,2.933,2.334,3.142,2.988,2.921,3.762,4.700,4.117,3.973,3.884,4.007,4.141,4.338
12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,4.276,3.043,2.823,2.665,2.619,2.599,2.710,2.851,3.049,3.019,2.967,3.552,3.690,4.164,4.056,3.960,3.884,3.969,4.258,4.106
11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,4.343,2.963,2.924,2.596,2.568,2.559,2.643,3.005,2.955,2.914,2.949,3.674,3.658,4.189,4.034,3.956,3.877,3.947,4.087,3.914
11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,2.892,2.890,2.545,2.515,2.523,2.597,2.933,2.852,2.859,2.891,3.647,3.952,4.045,4.322,3.949,3.891,3.943,3.935,3.759
11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,2.852,2.868,2.886,2.769,2.934,3.109,2.868,2.837,2.808,2.843,3.625,3.896,4.009,4.237,3.948,3.911,4.090,3.798,3.693
11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,2.830,2.851,2.822,2.339,2.780,3.017,2.911,2.826,2.543,2.798,3.608,3.872,3.978,4.183,3.955,3.922,3.976,3.741,3.673
11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,2.817,2.838,2.769,2.334,2.604,2.710,2.856,2.739,2.784,2.768,3.832,3.854,3.952,4.154,4.369,3.931,3.866,3.731,3.427
